timestamp,machine_id,nozzle_temp_C,oil_temp_C,injection_pressure_bar,clamp_force_pct,injection_speed_m_s,cycle_time_s,power_kw,status
2026-04-01 00:41:00,M28,205.7,52.5,187.0,94.4,1.396,19.21,62.93,正常
2026-04-01 00:41:30,M27,180.8,55.6,137.6,86.2,1.285,42.37,51.88,正常
2026-04-01 00:42:00,M05,186.9,60.7,85.8,78.7,1.149,30.77,30.54,异常
2026-04-01 00:42:30,M11,274.0,50.9,133.5,55.9,1.234,21.1,20.53,正常
2026-04-01 00:43:00,M18,206.4,53.6,160.3,48.8,1.077,19.64,46.81,异常
2026-04-01 00:43:30,M23,219.2,42.3,186.7,60.5,0.846,37.47,76.9,异常
2026-04-01 00:44:00,M26,238.2,59.3,104.8,86.5,1.291,13.99,72.53,正常
2026-04-01 00:44:30,M28,227.0,52.9,81.1,57.8,0.891,26.45,75.86,正常
2026-04-01 00:45:00,M28,223.3,46.0,191.1,61.8,1.497,34.66,22.79,正常
2026-04-01 00:45:30,M13,248.1,40.5,110.9,62.2,0.878,21.6,28.13,异常
2026-04-01 00:46:00,M06,240.7,40.8,80.9,71.8,0.945,25.54,78.71,警告
2026-04-01 00:46:30,M04,243.3,46.0,100.5,45.6,1.122,39.78,28.88,正常
2026-04-01 00:47:00,M01,256.0,55.2,197.7,85.0,1.005,18.43,37.02,正常
2026-04-01 00:47:30,M19,222.7,49.8,130.6,70.4,1.429,22.87,46.62,警告
2026-04-01 00:48:00,M18,205.2,48.8,141.7,59.5,1.478,24.07,31.68,正常
2026-04-01 00:48:30,M13,199.2,49.4,188.1,54.4,1.399,39.99,68.41,正常
2026-04-01 00:49:00,M11,196.6,50.4,153.0,82.5,1.458,19.38,35.82,正常
2026-04-01 00:49:30,M15,282.9,61.6,157.8,94.3,1.01,18.19,69.06,正常
2026-04-01 00:50:00,M07,187.6,54.2,173.9,63.3,0.992,33.7,69.14,正常
2026-04-01 00:50:30,M05,241.1,57.0,105.8,61.6,1.026,20.94,23.05,正常
2026-04-01 00:51:00,M17,230.1,51.1,83.4,82.4,0.82,27.78,64.26,异常
2026-04-01 00:51:30,M01,216.3,64.7,139.1,47.9,1.264,33.24,74.2,正常
2026-04-01 00:52:00,M14,284.0,56.6,157.2,90.7,1.372,23.88,20.24,警告
2026-04-01 00:52:30,M17,209.1,43.7,153.7,94.7,1.387,44.28,16.69,正常
2026-04-01 00:53:00,M16,277.6,44.7,101.2,91.0,0.866,36.92,25.33,正常
2026-04-01 00:53:30,M18,240.0,60.4,162.7,86.5,1.09,21.96,15.83,正常
2026-04-01 00:54:00,M03,242.8,49.2,188.6,73.5,0.961,17.55,41.51,正常
2026-04-01 00:54:30,M12,191.6,51.8,152.4,80.7,1.307,44.42,53.4,正常
2026-04-01 00:55:00,M01,225.9,40.8,94.0,57.4,0.985,43.06,67.39,警告
2026-04-01 00:55:30,M15,249.4,49.2,104.9,79.8,1.35,24.96,30.09,正常
2026-04-01 00:56:00,M09,211.1,60.0,85.8,55.5,1.245,15.56,49.76,正常
2026-04-01 00:56:30,M12,247.3,63.3,96.3,55.3,0.954,42.17,74.03,警告
2026-04-01 00:57:00,M03,198.6,49.9,156.2,91.6,1.313,40.15,17.95,正常
2026-04-01 00:57:30,M23,282.4,48.1,143.9,87.7,0.994,38.16,57.73,正常
2026-04-01 00:58:00,M20,213.2,44.1,144.7,91.4,1.215,29.03,26.05,正常
2026-04-01 00:58:30,M20,201.4,55.8,87.6,89.9,1.34,24.86,38.09,警告
2026-04-01 00:59:00,M04,266.4,52.6,117.6,76.2,1.292,27.01,25.23,异常
2026-04-01 00:59:30,M13,261.1,56.5,124.5,54.7,1.352,8.66,15.55,正常
2026-04-01 01:00:00,M13,247.4,54.2,157.5,93.5,1.404,9.88,67.82,正常
2026-04-01 01:00:30,M09,234.1,64.2,88.6,90.3,0.83,10.92,64.46,正常
2026-04-01 01:01:00,M23,196.1,62.6,90.9,91.1,1.126,36.34,46.19,正常
2026-04-01 01:01:30,M26,187.2,54.6,113.2,54.8,1.28,33.08,70.02,正常
2026-04-01 01:02:00,M09,183.3,64.4,155.5,65.1,0.882,44.02,50.83,正常
2026-04-01 01:02:30,M16,275.8,47.5,144.6,59.8,0.946,20.34,27.55,正常
2026-04-01 01:03:00,M04,233.5,51.4,176.1,82.3,1.129,33.92,54.79,正常
2026-04-01 01:03:30,M06,186.1,50.3,152.2,81.8,1.194,44.04,75.4,正常
2026-04-01 01:04:00,M06,235.4,49.0,81.1,93.1,0.934,22.55,40.34,正常
2026-04-01 01:04:30,M09,280.5,54.0,162.7,69.6,1.451,23.04,57.41,正常
2026-04-01 01:05:00,M19,239.6,61.8,153.4,78.3,0.973,27.55,45.3,警告
2026-04-01 01:05:30,M05,262.8,54.6,137.6,84.7,1.419,24.2,72.26,正常
2026-04-01 01:06:00,M06,204.5,48.7,112.1,72.1,1.488,11.84,30.14,正常
2026-04-01 01:06:30,M26,199.5,46.1,152.6,76.3,0.855,31.5,43.23,正常
2026-04-01 01:07:00,M27,268.9,49.5,96.1,83.9,0.941,31.21,33.83,正常
2026-04-01 01:07:30,M18,259.7,54.3,141.6,69.7,1.244,31.56,51.41,正常
2026-04-01 01:08:00,M03,191.5,53.0,180.5,89.7,1.145,44.15,62.67,正常
2026-04-01 01:08:30,M18,238.8,47.1,86.7,79.1,0.918,16.8,70.64,警告
2026-04-01 01:09:00,M16,274.1,44.3,177.5,93.0,0.868,40.98,28.93,正常
2026-04-01 01:09:30,M10,241.9,45.8,188.4,78.0,1.05,26.68,54.67,正常
2026-04-01 01:10:00,M11,238.0,45.2,91.5,54.2,0.98,22.02,48.11,异常
2026-04-01 01:10:30,M28,273.3,42.1,146.6,77.2,0.853,29.52,28.22,正常
2026-04-01 01:11:00,M25,201.7,56.8,137.9,47.9,0.861,41.64,52.76,正常
2026-04-01 01:11:30,M05,220.7,47.4,167.2,83.2,1.082,27.77,19.74,警告
2026-04-01 01:12:00,M17,209.6,57.6,150.8,92.7,1.194,33.0,49.55,警告
2026-04-01 01:12:30,M19,185.4,41.4,154.5,94.3,1.217,17.83,64.13,正常
2026-04-01 01:13:00,M05,182.2,63.4,140.9,55.1,1.095,21.21,28.61,正常
2026-04-01 01:13:30,M01,262.1,44.9,106.9,76.7,1.442,27.33,70.23,异常
2026-04-01 01:14:00,M01,200.3,48.1,175.5,86.4,1.441,22.16,17.08,正常
2026-04-01 01:14:30,M16,265.8,52.2,167.5,50.9,1.127,13.63,45.73,正常
2026-04-01 01:15:00,M05,195.1,52.0,170.8,84.2,0.858,22.97,65.15,异常
2026-04-01 01:15:30,M06,268.8,58.9,85.7,67.7,1.019,29.74,31.07,异常
2026-04-01 01:16:00,M03,201.7,48.1,191.2,58.1,1.381,17.13,41.33,正常
2026-04-01 01:16:30,M19,284.8,50.7,116.3,64.5,1.378,14.52,74.26,正常
2026-04-01 01:17:00,M26,202.3,48.5,180.6,73.3,1.3,15.07,17.83,异常
2026-04-01 01:17:30,M11,270.8,60.0,165.9,86.5,1.406,13.34,46.78,正常
2026-04-01 01:18:00,M05,233.5,59.6,137.9,69.3,1.09,33.68,16.22,异常
2026-04-01 01:18:30,M29,208.8,55.4,118.5,84.7,1.084,41.96,64.11,正常
2026-04-01 01:19:00,M20,264.7,42.6,98.0,61.5,0.865,14.43,40.2,正常
2026-04-01 01:19:30,M05,275.0,64.1,94.1,63.4,1.485,8.53,54.68,正常
2026-04-01 01:20:00,M21,234.0,48.4,158.1,77.4,1.446,37.69,34.92,正常
2026-04-01 01:20:30,M02,249.3,42.3,181.5,94.3,1.384,41.13,22.82,正常
2026-04-01 01:21:00,M06,280.4,55.8,121.9,70.4,1.043,25.72,69.22,正常
2026-04-01 01:21:30,M07,223.9,54.6,170.0,87.4,1.132,11.95,37.11,警告
2026-04-01 01:22:00,M17,186.4,47.5,192.7,46.0,1.039,33.71,78.23,正常
2026-04-01 01:22:30,M19,269.0,57.4,97.7,88.6,0.993,13.87,46.33,正常
2026-04-01 01:23:00,M03,236.8,57.9,92.0,46.9,1.323,10.0,16.82,异常
2026-04-01 01:23:30,M21,182.4,45.1,172.9,49.6,1.03,42.04,48.62,正常
2026-04-01 01:24:00,M08,235.2,51.9,147.1,78.7,1.305,27.19,60.51,正常
2026-04-01 01:24:30,M03,272.3,64.1,159.6,82.4,0.864,21.96,67.34,正常
2026-04-01 01:25:00,M04,243.4,42.0,142.4,91.7,1.417,14.06,67.62,正常
2026-04-01 01:25:30,M01,275.1,50.7,105.1,88.9,1.12,15.43,71.98,正常
2026-04-01 01:26:00,M02,281.1,58.8,169.5,50.5,0.828,9.09,53.27,正常
2026-04-01 01:26:30,M05,254.4,50.2,110.9,64.1,0.852,40.7,76.07,正常
2026-04-01 01:27:00,M13,224.8,52.7,98.7,59.1,0.804,32.49,23.48,正常
2026-04-01 01:27:30,M17,198.0,61.8,128.6,50.2,0.802,41.27,75.76,正常
2026-04-01 01:28:00,M26,269.8,54.7,87.1,88.9,1.03,39.0,63.96,正常
2026-04-01 01:28:30,M15,188.3,54.0,182.6,67.6,1.403,11.91,35.85,正常
2026-04-01 01:29:00,M09,186.6,59.2,104.9,72.1,1.091,24.38,35.93,正常
2026-04-01 01:29:30,M03,231.6,59.9,191.2,64.3,1.358,18.68,40.03,正常
2026-04-01 01:30:00,M28,263.7,58.1,113.7,51.9,1.202,35.93,60.17,正常
2026-04-01 01:30:30,M28,215.8,47.4,197.8,90.1,1.079,37.68,50.28,异常
2026-04-01 01:31:00,M14,207.7,52.5,187.1,54.6,1.288,18.16,61.32,异常
2026-04-01 01:31:30,M18,249.3,61.7,181.9,62.4,1.309,15.16,78.31,异常
2026-04-01 01:32:00,M01,233.4,43.8,125.9,77.6,1.451,26.02,56.82,正常
2026-04-01 01:32:30,M11,185.2,47.5,176.8,73.5,1.281,31.56,44.01,正常
2026-04-01 01:33:00,M01,259.2,43.7,164.8,59.3,1.002,36.89,38.71,警告
2026-04-01 01:33:30,M27,259.5,49.0,120.7,55.5,0.92,16.84,30.96,正常
2026-04-01 01:34:00,M19,220.0,41.0,155.1,93.3,1.243,12.92,38.6,警告
2026-04-01 01:34:30,M03,241.1,48.5,199.1,61.0,1.228,14.42,56.97,正常
2026-04-01 01:35:00,M16,181.0,57.6,179.9,79.2,1.091,37.14,31.75,正常
2026-04-01 01:35:30,M07,264.0,50.5,97.3,60.6,0.968,9.47,62.5,正常
2026-04-01 01:36:00,M04,225.4,63.9,147.5,46.7,1.462,8.09,76.83,正常
2026-04-01 01:36:30,M08,224.0,57.9,164.4,88.2,1.336,27.29,21.16,正常
2026-04-01 01:37:00,M13,199.0,40.1,91.5,92.0,0.974,16.83,22.38,正常
2026-04-01 01:37:30,M23,248.9,43.1,97.9,63.8,1.283,9.76,43.96,正常
2026-04-01 01:38:00,M07,188.5,62.3,192.4,92.2,0.88,39.41,23.07,正常
2026-04-01 01:38:30,M06,271.2,58.6,170.3,83.3,1.288,10.61,79.23,正常
2026-04-01 01:39:00,M22,274.1,64.6,187.2,87.9,0.879,11.17,53.54,正常
2026-04-01 01:39:30,M20,240.4,42.8,161.8,72.4,0.822,41.89,73.73,正常
2026-04-01 01:40:00,M18,262.0,57.7,143.0,50.6,1.465,39.82,66.34,正常
2026-04-01 01:40:30,M12,229.0,49.9,102.7,79.6,1.056,17.05,69.46,正常
2026-04-01 01:41:00,M11,246.9,64.8,159.7,93.7,1.092,40.65,65.91,正常
2026-04-01 01:41:30,M15,211.0,46.6,116.6,54.5,1.217,36.03,64.11,正常
2026-04-01 01:42:00,M17,215.2,52.9,191.8,87.6,1.485,42.88,69.72,警告
2026-04-01 01:42:30,M23,269.7,48.4,116.5,78.3,0.992,15.69,59.6,正常
2026-04-01 01:43:00,M23,214.8,58.9,104.5,70.9,1.498,10.77,39.64,警告
2026-04-01 01:43:30,M26,187.8,44.7,165.7,69.3,1.237,9.54,68.92,正常
2026-04-01 01:44:00,M29,244.4,42.2,99.0,57.9,1.08,28.44,38.09,正常
2026-04-01 01:44:30,M03,272.8,41.3,100.2,62.5,1.328,18.79,23.9,异常
2026-04-01 01:45:00,M25,193.9,54.2,197.4,50.9,1.358,14.17,50.85,正常
2026-04-01 01:45:30,M27,203.6,58.7,180.1,91.7,1.363,17.53,60.58,正常
2026-04-01 01:46:00,M03,204.4,40.1,88.6,71.4,1.097,26.71,65.97,正常
2026-04-01 01:46:30,M12,256.2,63.0,142.4,86.3,1.438,37.25,49.59,正常
2026-04-01 01:47:00,M09,280.4,43.7,190.5,57.8,1.179,29.15,76.19,正常
2026-04-01 01:47:30,M26,270.8,63.1,124.1,84.9,1.244,21.16,76.68,正常
2026-04-01 01:48:00,M20,273.3,50.0,188.0,82.9,1.314,12.57,38.91,正常
2026-04-01 01:48:30,M08,191.5,57.8,128.7,57.6,1.268,14.19,53.58,正常
2026-04-01 01:49:00,M07,267.2,55.6,109.6,70.5,0.838,33.06,28.51,正常
2026-04-01 01:49:30,M24,242.2,59.9,92.2,46.6,0.91,15.88,69.84,正常
2026-04-01 01:50:00,M16,202.2,51.6,96.3,61.8,0.938,26.52,23.16,正常
2026-04-01 01:50:30,M25,231.5,58.3,188.4,81.2,1.21,16.87,42.16,异常
2026-04-01 01:51:00,M10,212.7,46.6,84.8,68.0,0.814,15.34,53.6,正常
2026-04-01 01:51:30,M28,216.5,62.5,112.6,73.9,1.006,18.38,29.41,警告
2026-04-01 01:52:00,M26,259.6,50.3,128.4,94.7,1.169,29.13,76.55,正常
2026-04-01 01:52:30,M06,226.1,52.3,175.4,70.8,0.902,34.62,44.56,警告
2026-04-01 01:53:00,M04,231.1,41.3,183.6,75.9,1.413,15.51,18.1,正常
2026-04-01 01:53:30,M27,231.4,47.7,149.8,84.3,1.186,38.19,77.18,正常
2026-04-01 01:54:00,M10,199.8,49.0,181.3,70.4,0.951,13.33,41.54,正常
2026-04-01 01:54:30,M02,231.6,51.6,163.1,85.7,1.266,27.49,35.35,正常
2026-04-01 01:55:00,M22,219.6,54.7,132.7,63.3,0.891,25.42,58.42,正常
2026-04-01 01:55:30,M08,228.7,58.5,155.8,68.4,1.109,16.99,27.16,警告
2026-04-01 01:56:00,M04,204.2,49.0,113.9,91.7,0.816,10.39,70.57,正常
2026-04-01 01:56:30,M29,265.2,46.9,133.0,66.8,1.169,8.53,18.79,正常
2026-04-01 01:57:00,M04,262.9,56.9,151.5,59.9,0.829,19.1,34.23,正常
2026-04-01 01:57:30,M29,231.6,52.1,106.6,71.9,1.336,29.94,37.47,正常
2026-04-01 01:58:00,M10,276.2,56.9,99.0,55.1,1.268,24.64,45.01,警告
2026-04-01 01:58:30,M20,235.7,52.7,154.1,91.3,1.116,8.73,22.9,正常
2026-04-01 01:59:00,M06,283.5,57.1,167.2,55.2,1.183,38.41,19.79,正常
2026-04-01 01:59:30,M20,258.6,47.1,102.9,50.9,1.286,15.78,76.24,正常
2026-04-01 02:00:00,M26,180.4,51.1,187.6,50.6,1.118,24.74,17.92,正常
2026-04-01 02:00:30,M28,260.5,58.3,159.8,92.5,0.893,26.46,62.69,正常
2026-04-01 02:01:00,M19,236.8,61.9,111.1,76.9,1.455,26.92,60.0,警告
2026-04-01 02:01:30,M26,230.2,40.5,161.3,84.7,0.988,40.54,75.71,正常
2026-04-01 02:02:00,M15,218.9,56.2,192.1,76.9,1.092,32.0,63.25,正常
2026-04-01 02:02:30,M21,262.0,51.6,157.0,57.0,1.024,31.78,32.11,正常
2026-04-01 02:03:00,M05,211.7,50.8,154.3,64.2,1.222,36.57,32.68,正常
2026-04-01 02:03:30,M01,280.1,42.0,132.3,62.9,1.067,42.01,19.4,正常
2026-04-01 02:04:00,M09,258.3,40.7,120.2,64.7,1.139,23.59,29.16,正常
2026-04-01 02:04:30,M21,240.8,55.1,153.6,93.5,0.8,24.17,42.91,正常
2026-04-01 02:05:00,M03,194.2,41.4,95.5,45.8,0.972,18.39,62.27,正常
2026-04-01 02:05:30,M01,220.7,60.9,128.5,74.9,1.044,21.54,74.53,正常
2026-04-01 02:06:00,M24,277.2,54.0,113.6,83.0,1.257,15.29,76.91,正常
2026-04-01 02:06:30,M02,206.4,47.5,161.8,93.8,0.892,32.18,69.09,正常
2026-04-01 02:07:00,M17,208.1,47.9,164.6,83.6,0.801,17.07,53.23,正常
2026-04-01 02:07:30,M04,212.2,54.4,170.8,52.3,0.827,31.68,79.37,警告
2026-04-01 02:08:00,M04,211.6,51.8,109.3,86.7,1.411,36.29,63.3,正常
2026-04-01 02:08:30,M17,232.8,44.4,82.2,45.1,1.02,22.78,47.92,正常
2026-04-01 02:09:00,M04,234.2,58.9,191.2,88.2,0.926,31.56,31.85,正常
2026-04-01 02:09:30,M28,194.3,40.3,111.3,45.4,1.107,34.88,21.7,正常
2026-04-01 02:10:00,M27,223.8,62.8,193.4,71.6,1.104,19.73,16.07,正常
2026-04-01 02:10:30,M08,208.0,61.7,184.6,48.7,1.239,39.37,34.08,正常
2026-04-01 02:11:00,M03,221.4,48.5,170.4,93.1,1.444,11.23,77.53,正常
2026-04-01 02:11:30,M08,216.3,50.7,172.2,66.1,1.471,34.82,16.57,警告
2026-04-01 02:12:00,M25,193.3,40.9,106.7,49.0,1.149,11.77,42.14,正常
2026-04-01 02:12:30,M18,187.2,56.9,97.5,52.1,0.931,23.42,54.49,警告
2026-04-01 02:13:00,M11,204.5,43.3,186.2,57.5,1.174,10.05,67.19,正常
2026-04-01 02:13:30,M08,201.2,53.5,110.6,67.2,1.277,9.21,58.08,正常
2026-04-01 02:14:00,M11,228.5,48.5,184.5,58.5,0.905,20.67,21.84,正常
2026-04-01 02:14:30,M08,231.2,40.3,185.9,84.0,1.193,17.67,63.87,警告
2026-04-01 02:15:00,M01,273.0,46.2,111.3,55.1,0.919,13.8,56.78,异常
2026-04-01 02:15:30,M05,193.6,63.3,162.1,64.5,1.262,9.73,75.72,警告
2026-04-01 02:16:00,M26,209.0,45.5,157.3,74.6,0.991,15.72,59.33,警告
2026-04-01 02:16:30,M08,245.5,40.4,131.5,74.6,1.016,35.57,17.07,警告
2026-04-01 02:17:00,M21,195.7,52.4,148.3,91.2,1.068,42.81,57.55,正常
2026-04-01 02:17:30,M03,259.0,48.4,196.3,93.3,0.911,17.97,76.38,正常
2026-04-01 02:18:00,M14,277.6,52.2,81.9,70.5,1.269,26.05,42.16,正常
2026-04-01 02:18:30,M09,274.7,44.0,139.6,67.3,1.335,28.77,22.27,异常
2026-04-01 02:19:00,M01,194.5,47.8,127.6,59.2,1.296,38.96,65.13,正常
2026-04-01 02:19:30,M08,284.9,50.4,132.7,89.6,1.409,36.61,45.49,正常
2026-04-01 02:20:00,M08,190.2,40.8,86.2,88.1,1.198,39.17,78.48,正常
2026-04-01 02:20:30,M26,227.4,45.1,138.0,71.3,0.839,8.78,32.59,正常
2026-04-01 02:21:00,M25,225.9,42.8,148.4,88.5,1.421,42.63,74.86,正常
2026-04-01 02:21:30,M04,204.2,42.5,142.5,45.8,0.869,23.47,59.55,正常
2026-04-01 02:22:00,M27,233.1,57.1,141.8,94.9,0.97,42.84,60.58,异常
2026-04-01 02:22:30,M08,245.8,42.2,187.8,57.9,1.321,8.23,77.28,正常
2026-04-01 02:23:00,M01,215.4,46.9,115.9,51.2,1.404,23.89,23.1,正常
2026-04-01 02:23:30,M02,208.6,55.0,121.3,45.3,1.17,43.73,76.34,正常
2026-04-01 02:24:00,M05,260.2,64.3,195.8,57.5,1.262,13.4,40.53,正常
2026-04-01 02:24:30,M01,255.1,60.3,196.9,73.2,0.947,31.07,45.63,正常
2026-04-01 02:25:00,M26,219.3,43.8,152.4,48.0,0.857,35.79,79.11,正常
2026-04-01 02:25:30,M18,235.2,63.1,94.5,68.4,1.457,36.36,20.69,正常
2026-04-01 02:26:00,M25,224.2,60.8,127.1,80.6,1.342,17.48,74.46,正常
2026-04-01 02:26:30,M16,207.0,46.1,92.4,58.3,0.883,16.97,54.65,正常
