timestamp,machine_id,running,cycles_in_30min,avg_power_kw,oil_temp_C,nozzle_temp_C,injection_pressure_bar,defect_rate,shift
2025-01-01 15:00:00,M01,True,53,29.87,44.4,253.6,91.5,0.0016,白班
2025-01-01 15:30:00,M01,True,31,33.71,46.7,247.8,136.1,0.0039,夜班
2025-01-01 16:00:00,M01,True,58,12.19,51.2,235.9,125.1,0.0161,夜班
2025-01-01 16:30:00,M01,True,43,37.39,64.2,205.0,100.1,0.0199,夜班
2025-01-01 17:00:00,M01,True,43,24.11,44.1,270.7,108.7,0.0152,夜班
2025-01-01 17:30:00,M01,True,41,38.41,53.9,182.4,167.4,0.0077,白班
2025-01-01 18:00:00,M01,True,54,20.96,54.9,206.5,114.3,0.0016,夜班
2025-01-01 18:30:00,M01,True,55,20.64,60.3,273.4,70.1,0.0124,白班
2025-01-01 19:00:00,M01,True,54,26.3,44.6,256.5,152.9,0.0233,白班
2025-01-01 19:30:00,M01,False,0,0.8,37.9,33.3,0,0,夜班
2025-01-01 20:00:00,M01,False,0,0.62,35.9,30.7,0,0,白班
2025-01-01 20:30:00,M01,True,17,31.69,56.4,205.2,72.6,0.0052,晚班
2025-01-01 21:00:00,M01,True,50,26.56,64.5,279.6,163.6,0.0224,白班
2025-01-01 21:30:00,M01,True,39,17.93,50.3,249.2,108.0,0.0107,晚班
2025-01-01 22:00:00,M01,True,43,41.24,56.0,203.2,171.4,0.0169,夜班
2025-01-01 22:30:00,M01,True,33,21.33,51.1,227.5,173.4,0.002,白班
2025-01-01 23:00:00,M01,True,56,34.36,60.9,256.6,62.7,0.0209,晚班
2025-01-01 23:30:00,M01,False,0,0.63,29.1,28.8,0,0,夜班
2025-01-01 00:00:00,M02,False,0,1.31,31.8,31.0,0,0,夜班
2025-01-01 00:30:00,M02,True,15,23.41,60.0,203.9,110.4,0.0127,夜班
2025-01-01 01:00:00,M02,True,39,39.76,62.5,214.3,158.8,0.0103,夜班
2025-01-01 01:30:00,M02,True,36,15.35,51.3,224.8,69.3,0.0143,晚班
2025-01-01 02:00:00,M02,True,46,28.68,43.3,257.9,70.4,0.0151,晚班
2025-01-01 02:30:00,M02,True,45,31.71,53.7,224.5,116.8,0.0223,夜班
2025-01-01 03:00:00,M02,True,22,32.35,55.1,256.5,128.6,0.0118,晚班
2025-01-01 03:30:00,M02,False,0,1.65,28.4,31.7,0,0,晚班
2025-01-01 04:00:00,M02,True,14,24.26,44.4,225.4,159.8,0.0082,晚班
2025-01-01 04:30:00,M02,False,0,2.36,28.4,29.2,0,0,夜班
2025-01-01 05:00:00,M02,True,31,11.43,42.4,265.2,130.4,0.015,白班
2025-01-01 05:30:00,M02,True,15,15.93,61.4,190.5,169.7,0.0234,夜班
2025-01-01 06:00:00,M02,True,15,15.42,49.3,259.6,80.7,0.0034,夜班
2025-01-01 06:30:00,M02,True,24,28.94,61.0,207.3,93.9,0.0128,白班
2025-01-01 07:00:00,M02,True,36,34.47,56.7,190.2,148.3,0.0164,晚班
2025-01-01 07:30:00,M02,True,58,36.63,46.7,250.1,175.4,0.0179,夜班
2025-01-01 08:00:00,M02,True,12,16.9,61.3,196.2,99.2,0.0026,夜班
2025-01-01 08:30:00,M02,True,12,39.48,57.3,271.5,120.8,0.0073,白班
2025-01-01 09:00:00,M02,False,0,0.92,33.2,28.5,0,0,晚班
2025-01-01 09:30:00,M02,False,0,1.18,35.7,29.8,0,0,夜班
2025-01-01 10:00:00,M02,True,56,22.46,57.0,219.2,65.9,0.0087,晚班
2025-01-01 10:30:00,M02,True,30,9.31,53.7,234.4,95.8,0.0216,白班
2025-01-01 11:00:00,M02,True,39,39.01,46.6,245.5,125.5,0.0027,夜班
2025-01-01 11:30:00,M02,True,30,26.8,42.2,246.5,106.8,0.0157,夜班
2025-01-01 12:00:00,M02,True,39,18.43,56.8,244.3,127.6,0.0016,夜班
2025-01-01 12:30:00,M02,True,20,30.1,42.6,218.3,155.8,0.0191,晚班
2025-01-01 13:00:00,M02,True,29,13.54,54.6,258.8,121.6,0.0106,白班
2025-01-01 13:30:00,M02,True,42,10.83,45.3,185.1,116.3,0.0106,白班
2025-01-01 14:00:00,M02,True,34,32.67,50.5,200.2,135.4,0.008,夜班
2025-01-01 14:30:00,M02,True,45,41.58,44.6,229.9,152.4,0.021,夜班
2025-01-01 15:00:00,M02,True,28,22.97,46.4,245.1,61.3,0.0204,白班
2025-01-01 15:30:00,M02,True,34,36.48,53.7,272.8,119.3,0.0159,白班
2025-01-01 16:00:00,M02,True,58,39.34,49.3,229.3,82.4,0.0061,晚班
2025-01-01 16:30:00,M02,True,26,14.11,63.6,223.1,75.8,0.0213,晚班
2025-01-01 17:00:00,M02,True,29,30.15,51.4,266.7,105.5,0.01,夜班
2025-01-01 17:30:00,M02,True,59,20.5,47.2,266.3,114.5,0.0121,夜班
2025-01-01 18:00:00,M02,True,53,25.58,63.8,253.2,71.3,0.0045,夜班
2025-01-01 18:30:00,M02,True,23,30.42,44.6,187.9,158.3,0.0129,白班
2025-01-01 19:00:00,M02,True,27,36.01,45.7,184.4,173.0,0.0165,白班
2025-01-01 19:30:00,M02,True,11,14.69,50.8,195.4,161.0,0.0175,白班
2025-01-01 20:00:00,M02,True,49,34.79,62.7,192.2,134.7,0.0079,夜班
2025-01-01 20:30:00,M02,True,44,26.35,42.8,223.0,108.9,0.019,夜班
2025-01-01 21:00:00,M02,True,46,23.05,56.3,208.9,132.5,0.0213,夜班
2025-01-01 21:30:00,M02,True,36,10.16,51.3,260.6,82.9,0.0152,晚班
2025-01-01 22:00:00,M02,False,0,1.47,36.7,28.6,0,0,白班
2025-01-01 22:30:00,M02,True,33,14.67,42.1,264.1,87.2,0.0118,白班
2025-01-01 23:00:00,M02,False,0,1.41,32.0,33.5,0,0,白班
2025-01-01 23:30:00,M02,True,29,22.1,59.1,208.2,166.2,0.013,晚班
2025-01-01 00:00:00,M03,False,0,1.76,35.1,30.9,0,0,白班
2025-01-01 00:30:00,M03,True,17,31.27,58.9,187.3,167.7,0.013,晚班
2025-01-01 01:00:00,M03,False,0,1.03,29.8,31.1,0,0,晚班
2025-01-01 01:30:00,M03,True,42,8.62,64.9,248.6,168.7,0.021,夜班
2025-01-01 02:00:00,M03,True,19,16.36,56.7,184.9,156.4,0.023,晚班
2025-01-01 02:30:00,M03,True,9,35.58,48.6,229.5,61.9,0.0039,晚班
2025-01-01 03:00:00,M03,True,28,18.54,47.0,250.8,159.0,0.0227,晚班
2025-01-01 03:30:00,M03,True,34,15.08,64.5,188.4,118.5,0.0123,晚班
2025-01-01 04:00:00,M03,True,49,16.56,52.7,196.8,120.2,0.0043,夜班
2025-01-01 04:30:00,M03,True,56,35.84,44.0,279.2,158.0,0.0038,白班
2025-01-01 05:00:00,M03,False,0,1.09,28.9,28.7,0,0,夜班
2025-01-01 05:30:00,M03,True,8,10.93,56.3,235.9,166.1,0.0065,白班
2025-01-01 06:00:00,M03,True,57,36.51,46.9,261.5,120.8,0.0024,晚班
2025-01-01 06:30:00,M03,True,36,22.41,43.3,274.4,161.8,0.0012,白班
2025-01-01 07:00:00,M03,True,59,16.29,62.1,268.9,136.7,0.0223,夜班
2025-01-01 07:30:00,M03,False,0,0.98,32.8,30.6,0,0,白班
2025-01-01 08:00:00,M03,True,22,25.08,54.4,228.0,149.8,0.0143,夜班
2025-01-01 08:30:00,M03,True,44,17.87,57.8,224.6,172.7,0.0174,夜班
2025-01-01 09:00:00,M03,True,49,38.73,43.8,259.4,104.8,0.0045,夜班
2025-01-01 09:30:00,M03,True,49,18.75,62.0,271.1,74.3,0.0203,夜班
2025-01-01 10:00:00,M03,True,11,11.71,53.9,238.9,172.7,0.001,晚班
2025-01-01 10:30:00,M03,False,0,0.95,31.4,29.1,0,0,夜班
2025-01-01 11:00:00,M03,True,12,13.32,49.3,256.9,84.1,0.0146,夜班
2025-01-01 11:30:00,M03,True,32,29.98,64.0,226.5,130.6,0.0237,夜班
2025-01-01 12:00:00,M03,False,0,1.13,28.0,33.7,0,0,白班
2025-01-01 12:30:00,M03,False,0,1.04,29.5,28.9,0,0,白班
2025-01-01 13:00:00,M03,False,0,1.66,33.2,33.1,0,0,晚班
2025-01-01 13:30:00,M03,True,17,9.33,56.5,228.7,98.4,0.0062,夜班
2025-01-01 14:00:00,M03,True,10,23.16,63.5,215.8,60.6,0.0124,晚班
2025-01-01 14:30:00,M03,True,22,41.8,52.7,223.0,80.7,0.0098,夜班
2025-01-01 15:00:00,M03,True,13,34.15,61.7,255.1,99.8,0.0063,晚班
2025-01-01 15:30:00,M03,True,60,35.48,60.2,193.5,178.7,0.0222,晚班
2025-01-01 16:00:00,M03,True,47,25.45,57.6,216.8,151.5,0.0216,夜班
2025-01-01 16:30:00,M03,True,20,22.49,43.8,257.1,100.7,0.0248,晚班
2025-01-01 17:00:00,M03,True,13,30.59,61.2,186.7,123.2,0.0242,夜班
2025-01-01 17:30:00,M03,True,32,42.3,63.4,200.8,132.3,0.0227,白班
2025-01-01 18:00:00,M03,False,0,1.31,30.0,33.4,0,0,白班
2025-01-01 18:30:00,M03,True,26,23.8,57.3,208.9,177.7,0.0125,晚班
2025-01-01 19:00:00,M03,True,33,22.99,61.0,206.3,105.6,0.0165,晚班
2025-01-01 19:30:00,M03,True,10,20.45,50.7,209.8,177.2,0.0076,夜班
2025-01-01 20:00:00,M03,True,29,13.45,48.8,278.0,146.9,0.0062,白班
2025-01-01 20:30:00,M03,True,9,19.71,43.4,216.7,145.1,0.0095,白班
2025-01-01 21:00:00,M03,True,12,26.04,62.3,236.6,138.2,0.0158,白班
2025-01-01 21:30:00,M03,True,37,43.12,44.8,243.0,77.0,0.0229,白班
2025-01-01 22:00:00,M03,True,8,20.93,43.4,264.8,111.6,0.0095,白班
2025-01-01 22:30:00,M03,True,33,43.39,44.0,182.9,125.6,0.0197,夜班
2025-01-01 23:00:00,M03,True,47,34.28,44.1,225.6,144.1,0.0209,白班
2025-01-01 23:30:00,M03,True,17,37.67,51.5,267.1,62.1,0.01,晚班
2025-01-01 00:00:00,M04,False,0,0.56,34.4,30.1,0,0,夜班
2025-01-01 00:30:00,M04,False,0,0.72,31.8,34.8,0,0,夜班
2025-01-01 01:00:00,M04,True,45,15.36,52.5,189.3,149.9,0.0166,白班
2025-01-01 01:30:00,M04,True,8,17.31,63.1,187.4,141.0,0.0024,晚班
2025-01-01 02:00:00,M04,True,54,33.03,64.8,190.6,108.0,0.0132,晚班
2025-01-01 02:30:00,M04,True,14,39.1,53.7,233.9,168.7,0.0099,白班
2025-01-01 03:00:00,M04,False,0,2.22,28.0,34.3,0,0,白班
2025-01-01 03:30:00,M04,True,21,38.39,45.4,274.0,73.4,0.0176,夜班
2025-01-01 04:00:00,M04,False,0,1.86,28.7,29.5,0,0,白班
2025-01-01 04:30:00,M04,True,33,31.24,58.9,205.0,174.3,0.0019,白班
2025-01-01 05:00:00,M04,True,56,28.27,49.5,237.1,146.5,0.02,白班
2025-01-01 05:30:00,M04,True,41,30.26,45.3,211.2,135.6,0.0163,夜班
2025-01-01 06:00:00,M04,True,32,27.88,47.5,232.2,72.0,0.0031,夜班
2025-01-01 06:30:00,M04,True,13,39.04,64.6,206.3,71.4,0.0194,夜班
2025-01-01 07:00:00,M04,True,35,47.83,63.0,236.9,69.5,0.0185,白班
2025-01-01 07:30:00,M04,True,40,28.17,43.0,224.2,102.8,0.0026,夜班
2025-01-01 08:00:00,M04,True,58,18.39,57.9,270.6,110.0,0.0182,夜班
2025-01-01 08:30:00,M04,True,12,19.36,53.4,181.9,75.0,0.0044,夜班
2025-01-01 09:00:00,M04,True,55,42.88,58.5,203.7,179.7,0.0244,夜班
2025-01-01 09:30:00,M04,True,60,47.2,43.2,257.7,160.3,0.0016,白班
2025-01-01 10:00:00,M04,True,33,14.62,47.5,279.9,142.5,0.0151,夜班
2025-01-01 10:30:00,M04,True,53,32.63,56.4,204.7,87.3,0.0026,夜班
2025-01-01 11:00:00,M04,True,27,20.72,53.8,207.0,143.6,0.003,晚班
2025-01-01 11:30:00,M04,True,15,34.76,60.0,194.4,111.3,0.0166,晚班
2025-01-01 12:00:00,M04,False,0,1.4,31.3,32.9,0,0,白班
2025-01-01 12:30:00,M04,True,50,18.62,56.6,183.0,124.9,0.0131,白班
2025-01-01 13:00:00,M04,True,41,25.07,43.4,198.8,165.0,0.0157,晚班
2025-01-01 13:30:00,M04,True,59,18.16,52.7,256.2,179.9,0.0094,晚班
2025-01-01 14:00:00,M04,True,10,18.54,61.9,245.6,91.5,0.0086,晚班
2025-01-01 14:30:00,M04,True,34,24.91,42.1,261.3,102.6,0.0211,夜班
2025-01-01 15:00:00,M04,True,51,29.24,45.8,216.7,115.6,0.0095,夜班
2025-01-01 15:30:00,M04,False,0,2.19,29.6,33.4,0,0,晚班
2025-01-01 16:00:00,M04,True,55,42.52,52.0,234.2,146.9,0.0211,夜班
2025-01-01 16:30:00,M04,False,0,1.32,36.7,28.4,0,0,晚班
2025-01-01 17:00:00,M04,False,0,1.77,30.0,33.2,0,0,白班
2025-01-01 17:30:00,M04,True,52,40.29,47.4,205.5,166.4,0.0197,夜班
2025-01-01 18:00:00,M04,True,34,42.67,61.2,185.4,107.0,0.0068,白班
2025-01-01 18:30:00,M04,True,12,35.54,44.9,205.1,135.9,0.0139,晚班
2025-01-01 19:00:00,M04,False,0,2.33,29.0,31.6,0,0,夜班
2025-01-01 19:30:00,M04,True,22,43.77,43.7,204.8,63.8,0.0244,夜班
2025-01-01 20:00:00,M04,True,27,13.7,55.3,245.1,156.4,0.0036,晚班
2025-01-01 20:30:00,M04,True,55,47.19,61.6,209.9,163.3,0.0097,晚班
2025-01-01 21:00:00,M04,True,51,10.73,43.6,237.6,131.2,0.0123,夜班
2025-01-01 21:30:00,M04,True,32,41.7,62.0,187.8,126.0,0.0028,夜班
2025-01-01 22:00:00,M04,True,21,10.21,43.8,270.1,100.8,0.0217,夜班
2025-01-01 22:30:00,M04,True,29,44.0,61.1,234.1,104.3,0.0167,夜班
2025-01-01 23:00:00,M04,False,0,2.23,30.0,30.1,0,0,晚班
2025-01-01 23:30:00,M04,True,13,20.55,49.0,241.0,127.7,0.0197,白班
2025-01-01 00:00:00,M05,True,15,40.6,52.2,234.8,156.3,0.0125,夜班
2025-01-01 00:30:00,M05,True,25,28.67,57.4,181.0,100.1,0.0043,晚班
2025-01-01 01:00:00,M05,False,0,2.5,32.5,28.8,0,0,夜班
2025-01-01 01:30:00,M05,True,53,48.38,59.9,230.3,76.0,0.0215,夜班
2025-01-01 02:00:00,M05,True,19,50.31,47.9,217.3,78.2,0.0151,白班
2025-01-01 02:30:00,M05,True,12,13.06,49.2,238.9,152.2,0.0186,白班
2025-01-01 03:00:00,M05,True,12,24.24,43.8,226.1,83.2,0.018,晚班
2025-01-01 03:30:00,M05,True,41,41.34,55.7,235.6,145.3,0.0145,白班
2025-01-01 04:00:00,M05,False,0,0.51,35.7,33.2,0,0,晚班
2025-01-01 04:30:00,M05,True,38,10.26,50.1,244.9,151.2,0.0169,白班
2025-01-01 05:00:00,M05,True,22,43.53,62.2,202.5,95.3,0.0163,夜班
2025-01-01 05:30:00,M05,True,44,36.37,57.9,252.1,158.4,0.0182,夜班
2025-01-01 06:00:00,M05,True,50,35.32,44.7,255.9,73.6,0.0214,晚班
2025-01-01 06:30:00,M05,True,57,35.88,56.2,192.4,71.6,0.0048,夜班
2025-01-01 07:00:00,M05,True,18,49.45,52.7,221.6,124.5,0.0024,夜班
2025-01-01 07:30:00,M05,True,44,21.24,45.8,265.1,127.1,0.0242,白班
2025-01-01 08:00:00,M05,True,35,38.53,56.4,208.1,111.6,0.0166,白班
2025-01-01 08:30:00,M05,True,19,43.51,57.1,217.5,126.8,0.0138,白班
2025-01-01 09:00:00,M05,True,54,16.85,56.4,252.6,172.0,0.0085,晚班
2025-01-01 09:30:00,M05,True,25,34.3,62.1,274.2,133.6,0.0012,晚班
2025-01-01 10:00:00,M05,True,21,32.53,62.7,197.2,148.4,0.0133,白班
2025-01-01 10:30:00,M05,True,30,35.23,44.3,209.9,180.0,0.0049,夜班
2025-01-01 11:00:00,M05,False,0,1.01,36.7,33.6,0,0,夜班
2025-01-01 11:30:00,M05,True,57,45.01,50.6,228.9,138.1,0.0173,晚班
2025-01-01 12:00:00,M05,True,55,22.67,63.9,239.5,172.7,0.0088,白班
2025-01-01 12:30:00,M05,True,26,22.34,47.7,268.8,154.2,0.0035,晚班
2025-01-01 13:00:00,M05,True,33,33.3,63.7,235.2,107.9,0.0118,白班
2025-01-01 13:30:00,M05,True,21,25.38,51.5,190.7,86.4,0.0218,夜班
2025-01-01 14:00:00,M05,True,26,17.6,63.1,265.8,121.3,0.003,晚班
2025-01-01 14:30:00,M05,True,13,15.41,64.9,187.7,170.6,0.0196,白班
2025-01-01 15:00:00,M05,True,53,35.21,64.7,276.4,73.8,0.004,白班
2025-01-01 15:30:00,M05,False,0,2.2,30.4,32.6,0,0,晚班
2025-01-01 16:00:00,M05,True,35,38.31,57.5,209.2,116.5,0.0191,晚班
2025-01-01 16:30:00,M05,True,36,31.77,48.8,216.6,169.6,0.014,白班
2025-01-01 17:00:00,M05,True,39,21.79,48.8,276.4,145.4,0.0219,夜班
2025-01-01 17:30:00,M05,True,36,24.15,46.1,213.1,152.8,0.0115,夜班
2025-01-01 18:00:00,M05,True,45,14.48,64.5,267.4,131.0,0.0098,夜班
2025-01-01 18:30:00,M05,True,15,18.7,62.0,273.2,130.0,0.0247,夜班
2025-01-01 19:00:00,M05,True,26,28.93,52.8,224.1,127.6,0.0187,白班
2025-01-01 19:30:00,M05,False,0,0.6,30.2,33.1,0,0,白班
2025-01-01 20:00:00,M05,True,10,24.09,63.6,203.8,114.3,0.012,夜班
2025-01-01 20:30:00,M05,True,40,27.85,51.0,191.6,141.0,0.0175,白班
2025-01-01 21:00:00,M05,False,0,1.45,32.9,28.2,0,0,夜班
2025-01-01 21:30:00,M05,True,44,43.14,50.9,225.7,98.0,0.0061,白班
2025-01-01 22:00:00,M05,True,45,16.3,48.3,202.9,160.2,0.0031,白班
2025-01-01 22:30:00,M05,True,36,50.5,60.1,180.3,138.8,0.0145,夜班
2025-01-01 23:00:00,M05,True,48,42.34,61.9,240.0,97.1,0.0084,晚班
2025-01-01 23:30:00,M05,True,48,13.89,60.5,181.8,120.8,0.008,晚班
2025-01-01 00:00:00,M06,False,0,0.82,29.3,31.3,0,0,夜班
2025-01-01 00:30:00,M06,True,52,47.16,45.7,196.8,140.7,0.0082,白班
2025-01-01 01:00:00,M06,True,11,41.9,44.0,272.4,148.1,0.0177,晚班
2025-01-01 01:30:00,M06,True,35,29.94,61.2,182.5,126.3,0.0171,晚班
2025-01-01 02:00:00,M06,True,15,12.05,47.0,225.6,81.5,0.0203,晚班
2025-01-01 02:30:00,M06,False,0,2.07,35.9,31.8,0,0,白班
2025-01-01 03:00:00,M06,True,14,43.98,43.5,185.6,170.5,0.0054,晚班
2025-01-01 03:30:00,M06,True,36,31.51,62.3,243.6,94.4,0.0146,白班
2025-01-01 04:00:00,M06,True,21,28.35,44.0,237.9,177.8,0.0171,白班
2025-01-01 04:30:00,M06,True,14,13.93,59.0,220.4,65.9,0.0058,晚班
2025-01-01 05:00:00,M06,True,55,30.38,63.8,230.2,103.0,0.0187,晚班
2025-01-01 05:30:00,M06,True,52,36.55,47.1,190.5,117.1,0.0204,晚班
2025-01-01 06:00:00,M06,True,11,24.56,49.2,184.3,152.5,0.0235,白班
2025-01-01 06:30:00,M06,True,45,49.08,47.4,184.2,72.9,0.0187,白班
2025-01-01 07:00:00,M06,False,0,1.94,29.7,32.1,0,0,夜班
2025-01-01 07:30:00,M06,True,20,42.68,46.0,249.0,162.1,0.0044,白班
2025-01-01 08:00:00,M06,True,60,43.61,46.2,206.4,170.9,0.0183,白班
2025-01-01 08:30:00,M06,True,52,42.71,53.9,275.7,129.7,0.0096,夜班
2025-01-01 09:00:00,M06,True,42,23.95,42.5,217.6,126.2,0.0113,晚班
2025-01-01 09:30:00,M06,True,48,12.37,58.3,266.7,117.5,0.0068,晚班
2025-01-01 10:00:00,M06,True,43,35.93,46.3,244.7,87.9,0.0132,夜班
2025-01-01 10:30:00,M06,True,47,48.23,63.3,233.2,100.7,0.0197,晚班
2025-01-01 11:00:00,M06,True,44,29.05,44.5,182.8,61.7,0.0106,白班
2025-01-01 11:30:00,M06,True,44,46.76,54.3,202.8,152.0,0.0182,白班
2025-01-01 12:00:00,M06,True,15,17.69,45.8,216.9,76.3,0.0133,白班
2025-01-01 12:30:00,M06,True,44,45.79,45.9,200.4,128.4,0.0113,夜班
2025-01-01 13:00:00,M06,True,21,51.4,43.3,210.1,147.5,0.0096,晚班
2025-01-01 13:30:00,M06,True,54,32.84,64.5,239.5,158.8,0.0246,白班
2025-01-01 14:00:00,M06,True,53,34.55,45.7,212.0,74.9,0.0129,夜班
2025-01-01 14:30:00,M06,True,31,47.96,43.3,201.4,108.6,0.012,白班
2025-01-01 15:00:00,M06,True,46,17.82,63.1,185.6,100.5,0.0087,晚班
2025-01-01 15:30:00,M06,False,0,1.39,31.2,28.6,0,0,夜班
2025-01-01 16:00:00,M06,False,0,1.22,35.7,30.1,0,0,白班
2025-01-01 16:30:00,M06,True,43,49.8,60.9,275.6,78.3,0.0046,白班
2025-01-01 17:00:00,M06,False,0,1.91,30.4,28.6,0,0,夜班
2025-01-01 17:30:00,M06,True,12,20.88,63.6,223.2,158.3,0.0114,夜班
2025-01-01 18:00:00,M06,False,0,0.68,31.7,29.2,0,0,夜班
2025-01-01 18:30:00,M06,True,17,16.9,57.9,261.6,171.0,0.0226,白班
2025-01-01 19:00:00,M06,False,0,1.03,37.5,33.6,0,0,白班
2025-01-01 19:30:00,M06,True,27,23.74,54.3,190.6,96.8,0.0014,夜班
2025-01-01 20:00:00,M06,True,9,44.81,45.8,247.3,133.9,0.012,白班
2025-01-01 20:30:00,M06,True,57,13.47,42.8,195.3,116.4,0.0103,夜班
2025-01-01 21:00:00,M06,True,46,17.19,46.0,257.3,162.1,0.0063,晚班
2025-01-01 21:30:00,M06,True,32,18.33,43.8,204.9,140.6,0.0093,白班
2025-01-01 22:00:00,M06,True,43,33.69,51.2,233.3,84.9,0.0137,晚班
2025-01-01 22:30:00,M06,True,46,32.81,50.8,272.4,98.1,0.0178,夜班
2025-01-01 23:00:00,M06,True,47,43.61,45.0,182.7,156.0,0.0156,晚班
2025-01-01 23:30:00,M06,True,11,24.48,42.8,235.0,125.4,0.0023,晚班
2025-01-01 00:00:00,M07,True,27,22.38,46.0,236.1,122.1,0.0236,白班
2025-01-01 00:30:00,M07,True,35,51.41,51.8,181.0,84.1,0.0169,夜班
2025-01-01 01:00:00,M07,True,25,48.28,55.1,194.8,68.5,0.0203,晚班
2025-01-01 01:30:00,M07,False,0,1.08,36.8,34.3,0,0,夜班
2025-01-01 02:00:00,M07,True,43,27.18,46.7,234.4,157.5,0.0151,晚班
2025-01-01 02:30:00,M07,True,19,20.56,59.3,187.4,105.1,0.009,晚班
2025-01-01 03:00:00,M07,True,33,32.33,43.1,257.3,166.7,0.002,夜班
2025-01-01 03:30:00,M07,True,49,46.08,51.4,213.7,174.4,0.0063,晚班
2025-01-01 04:00:00,M07,True,58,46.22,47.9,193.5,108.8,0.0022,白班
2025-01-01 04:30:00,M07,True,36,22.03,51.6,238.8,72.9,0.0142,夜班
2025-01-01 05:00:00,M07,False,0,1.56,34.0,30.6,0,0,晚班
2025-01-01 05:30:00,M07,True,53,47.5,43.2,205.5,76.2,0.0144,白班
2025-01-01 06:00:00,M07,False,0,1.53,34.2,32.3,0,0,晚班
2025-01-01 06:30:00,M07,True,40,26.73,45.2,240.3,112.9,0.0172,夜班
2025-01-01 07:00:00,M07,True,20,27.89,42.6,235.1,96.9,0.0156,晚班
2025-01-01 07:30:00,M07,True,28,31.87,50.4,230.8,126.8,0.0181,晚班
2025-01-01 08:00:00,M07,True,38,48.25,45.6,279.2,130.7,0.0051,白班
2025-01-01 08:30:00,M07,True,40,23.83,62.6,181.1,119.8,0.0203,白班
2025-01-01 09:00:00,M07,True,60,52.1,54.7,239.3,166.9,0.0055,晚班
2025-01-01 09:30:00,M07,True,18,53.53,62.9,224.9,154.3,0.0044,白班
2025-01-01 10:00:00,M07,True,41,27.27,45.2,231.4,103.4,0.0204,晚班
2025-01-01 10:30:00,M07,True,24,47.1,58.8,259.3,148.8,0.0219,晚班
2025-01-01 11:00:00,M07,False,0,1.78,33.1,32.0,0,0,晚班
2025-01-01 11:30:00,M07,True,54,38.66,50.6,262.2,124.0,0.0182,晚班
2025-01-01 12:00:00,M07,False,0,0.79,29.5,28.3,0,0,晚班
2025-01-01 12:30:00,M07,True,18,18.88,53.5,246.7,173.2,0.0202,晚班
2025-01-01 13:00:00,M07,False,0,1.96,35.2,32.1,0,0,晚班
2025-01-01 13:30:00,M07,True,17,23.4,45.8,228.3,159.8,0.0098,白班
2025-01-01 14:00:00,M07,False,0,2.07,29.0,31.2,0,0,白班
